"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"20","Text ACOR14 £1 to 70070 to donate to Acorn Committee and make a difference today #JustTextGiving by  #Vodafone http://t.co/toomSJmEQh",FALSE,1,NA,2014-02-10 09:00:48,FALSE,NA,"432801311663202305",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","lyndsayuk",0,FALSE,FALSE,NA,NA
"21","2014 Acorn Bike Ride  Text ACOR14 £1 to 70070 to donate to Acorn Committee #JustTextGiving by  #Vodafone http://t.co/2NFGXtEjkd",FALSE,1,NA,2014-02-10 08:59:40,FALSE,NA,"432801026953846784",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","acorncommittee",0,FALSE,FALSE,NA,NA
"22","doesn't think this will be enough #Vodafone makes formal EUR 7 bln bid for #Ono – report - Telecompaper: http://t.co/hDzfjWBQPg",FALSE,0,NA,2014-02-10 08:58:56,FALSE,NA,"432800843977338880",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","dirkjankoeman",0,FALSE,FALSE,NA,NA
"23","#Vodafone's reported bid for #ONO comes after #Dealreporter said that UK company is frontrunner in situation",FALSE,0,NA,2014-02-10 08:58:56,FALSE,NA,"432800842060537856",NA,"web","RupertCocke",0,FALSE,FALSE,NA,NA
"24","Darıcanın göbeğinde telefonum cekmıyo #vodafone",FALSE,0,NA,2014-02-10 08:57:08,FALSE,NA,"432800389600395264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","s_ecee",0,FALSE,FALSE,NA,NA
"25","#Lydney Check #offers on #Samsung #Nokia every network Orange #O2 #Tesco #Vodafone highstreet brands in one place http://t.co/585xUp0Mpp",FALSE,0,NA,2014-02-10 08:57:07,FALSE,NA,"432800386530152448",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","mobiledirectuk",0,FALSE,FALSE,NA,NA
"26","#Middleton Check #offers on #Samsung #Nokia every network Orange #O2 #Tesco #Vodafone highstreet brands in one place http://t.co/585xUp0Mpp",FALSE,0,NA,2014-02-10 08:47:42,FALSE,NA,"432798014676402176",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","mobiledirectuk",0,FALSE,FALSE,NA,NA
"27","¡¡Adiós #Vodafone, este cliente (""platino"") desde 1997 se despide de @vodafone_es!!¡¡Qué compañía más incompetente!!...",FALSE,0,NA,2014-02-10 08:42:08,FALSE,NA,"432796615137431552",NA,"web","igsadom",0,FALSE,FALSE,NA,NA
"28","RT @ECIJA_LawTech: #Vodafone ofrece 7.000 millones por #Ono http://t.co/YhQywzcKuQ vía @CincoDiascom",FALSE,0,NA,2014-02-10 08:41:09,FALSE,NA,"432796366168129536",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","JengelCruz",2,TRUE,FALSE,NA,NA
"29","Discover the best deals on UK #Vodafone ? Check out the latest #Windows #mobile ! Special offers, http://t.co/jTr7IQaOPV",FALSE,0,NA,2014-02-10 08:40:05,FALSE,NA,"432796097585905665",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","EasyBuyMobiles",0,FALSE,FALSE,NA,NA
"30","Vodafone introduceert maandelijks aanpasbare prepaid-bundels. http://t.co/PaZtjwdlEl #vodafone",FALSE,0,NA,2014-02-10 08:34:02,FALSE,NA,"432794573883342848",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Telecomtarieven",0,FALSE,FALSE,NA,NA
"31","RT @ECIJA_LawTech: #Vodafone ofrece 7.000 millones por #Ono http://t.co/YhQywzcKuQ vía @CincoDiascom",FALSE,0,NA,2014-02-10 08:31:50,FALSE,NA,"432794023045386240",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","matagonzalez",2,TRUE,FALSE,NA,NA
"32","€VODE (#VODAFONE GROUP) #aktien #FTSE100 Buy Neue Übernahme   http://t.co/4R4RAjjpBF",FALSE,0,NA,2014-02-10 08:29:59,FALSE,NA,"432793555313389568",NA,"<a href=""http://www.sharewise.com"" rel=""nofollow"">sharewise</a>","sharewise",0,FALSE,FALSE,NA,NA
"33","#vodafone International 2014! Ohne Deutschen Wohnsitz kann man Prepaid per Kreditkarte nicht aufladen!!! #Amateure #Hobbybastlern",FALSE,0,NA,2014-02-10 08:29:20,FALSE,NA,"432793391781277696",NA,"web","kvanti_dk",0,FALSE,FALSE,NA,NA
"34","WTF in Deest hebben ze 4G maar in Breukelen niet!! Voor de duidelijkheid Deest is een gat! #vodafone",FALSE,0,NA,2014-02-10 08:28:40,FALSE,NA,"432793226379268096",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Joohann",0,FALSE,FALSE,NA,NA
"35","yO NO quiero ser de #Vodafone",FALSE,0,NA,2014-02-10 08:27:22,FALSE,NA,"432792898003042304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Manuel_de_BCN",0,FALSE,FALSE,NA,NA
"36","#vodafone komt deze week de update voor blackberry 10 uit ?",FALSE,0,NA,2014-02-10 08:26:20,FALSE,NA,"432792636475584512",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","hoofthasselaar",0,FALSE,FALSE,NA,NA
"37","Joepie ! Er staat #4G boven in mijn display. Dank je wel #vodafone",FALSE,0,NA,2014-02-10 08:19:02,FALSE,NA,"432790799840182272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JulesVorselaars",0,FALSE,FALSE,NA,NA
"38","La oferta de #Vodafone para adquirir #Ono asciende a 7.000 millones de euros. http://t.co/Vg8kKbkF0M vía @elpais",FALSE,0,NA,2014-02-10 08:14:08,FALSE,NA,"432789568350617600",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","ibermaticagrupo",0,FALSE,FALSE,NA,NA
"39","Vodafone incumple el auto del Instituto Nacional de Consumo http://t.co/UzdH2Uv8eG #Autocontrol #Vodafone #Comunicación #INC",FALSE,0,NA,2014-02-10 08:12:22,FALSE,NA,"432789123980484608",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","cecoe1",0,FALSE,FALSE,NA,NA
"40","#Oldham Check #offers on #Samsung #Nokia every network Orange #O2 #Tesco #Vodafone highstreet brands in one place http://t.co/585xUp0Mpp",FALSE,0,NA,2014-02-10 08:11:17,FALSE,NA,"432788851057512448",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","mobiledirectuk",0,FALSE,FALSE,NA,NA
"41","#Halesworth Check #offers on #Samsung #Nokia every network Orange #O2 #Tesco #Vodafone highstreet brands in one place http://t.co/585xUp0Mpp",FALSE,0,NA,2014-02-10 07:54:06,FALSE,NA,"432784524674871296",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","mobiledirectuk",0,FALSE,FALSE,NA,NA
"42","#Vodafone Said to Approach Spain’s ONO for Potential Acquisition http://t.co/GxvAZf8Tjq via @BloombergNews",FALSE,0,NA,2014-02-10 07:48:18,FALSE,NA,"432783065144762368",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","londonadvisor",0,FALSE,FALSE,NA,NA
"43","Discover the best deals on #Vodafone ? With the latest #Simfree handsets, Click now! http://t.co/kpgwq2b9XQ",FALSE,0,NA,2014-02-10 07:44:20,FALSE,NA,"432782067001462784",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","mobiledirectuk",0,FALSE,FALSE,NA,NA
"44","Stop shopping around! #Vodafone deals for you! We do great ranges on #LG ! Special offers, http://t.co/kpgwq2b9XQ #fb",FALSE,0,NA,2014-02-10 07:40:16,FALSE,NA,"432781043217989632",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","mobiledirectuk",0,FALSE,FALSE,NA,NA
"45","#Hadoop #Hortonworks #StructureData #Vodafone #Zaloni Four ways Hadoop makes telco shareholders happier http://t.co/4JOa6fGeps",FALSE,0,NA,2014-02-10 07:39:50,FALSE,NA,"432780935566618624",NA,"<a href=""http://regrit.com"" rel=""nofollow"">Regrit Articles</a>","FindFollowTweet",0,FALSE,FALSE,NA,NA
"46","#Vodafone introduceert maandelijks aanpasbare #prepaid-bundels  http://t.co/6RngDhQaGG",FALSE,0,NA,2014-02-10 07:38:51,FALSE,NA,"432780688941936640",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","STTelecom",0,FALSE,FALSE,NA,NA
"47","@GoldmanSachs rated #vodafone (VOD LN) buy as it's one of the only susbstantial assets available to potential industry acquirers, PT 275 Gbp",FALSE,0,"GoldmanSachs",2014-02-10 07:37:35,FALSE,NA,"432780368958091264","253167239","web","advdesk",0,FALSE,FALSE,NA,NA
"48","#Vodafone ofrece 7.000 millones de euros por la operadora española #ONO http://t.co/BNxm6pclyY",FALSE,0,NA,2014-02-10 07:37:16,FALSE,NA,"432780289291870208",NA,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>","vesteve3",0,FALSE,FALSE,NA,NA
"49","#Vodafone ofrece 7.000 millones de euros por la operadora española #ONO http://t.co/QJHCsU2uPi",FALSE,0,NA,2014-02-10 07:37:13,FALSE,NA,"432780278453768192",NA,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>","vesteve3",0,FALSE,FALSE,NA,NA
"50","'Providers hadden met eigen Whatsapp-dienst moeten komen' #Vodafone #T-Mobile http://t.co/pP3mUGgmHu",FALSE,0,NA,2014-02-10 07:36:45,FALSE,NA,"432780161738874880",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","STTelecom",0,FALSE,FALSE,NA,NA
